gene_id	gene_name	gene_chrom	gene_start	gene_end	logFC	AveExpr	t	P.Value	adj.P.Val	B	peak_chrom	peak_start	peak_end	peak_direction	peak_score	distance	num_peaks	num_up_peaks	num_down_peaks
ENSG00000210140	MT-TC	chrM	5760	5826	0.0708371058383515	2.83210232280028	0.252594985077648	0.801927589005962	0.999684918248377	-5.51420000531755	chrM	[1]	[16600]	['peak_1078_Up']	[0.36]	[0]	1	0	0
ENSG00000210144	MT-TY	chrM	5825	5891	0.371393730062469	0.1542686944965	1.35861547541953	0.182191221299397	0.999684918248377	-4.56280213128777	chrM	[1]	[16600]	['peak_1078_Up']	[0.36]	[0]	1	0	0
ENSG00000210194	MT-TE	chrM	14673	14742	-0.0874061471284203	0.235791380772149	-0.3818212430175	0.704697439089776	0.999684918248377	-5.17263054807875	chrM	[1]	[16600]	['peak_1078_Up']	[0.36]	[0]	1	0	0
ENSG00000210196	MT-TP	chrM	15955	16023	0.0002835848677156	6.23580217779943	0.0010581216968036	0.999161215632967	0.999928935038484	-5.71463210573869	chrM	[1]	[16600]	['peak_1078_Up']	[0.36]	[0]	1	0	0
ENSG00000211459	MT-RNR1	chrM	647	1601	-0.242667683532197	14.273816779198	-0.798583074359375	0.429440625469182	0.999684918248377	-4.85767006162924	chrM	[1]	[16600]	['peak_1078_Up']	[0.36]	[0]	1	0	0
ENSG00000212907	MT-ND4L	chrM	10469	10766	-0.120473907717344	11.0808729792221	-0.440610090923674	0.661964253616383	0.999684918248377	-5.19446822277715	chrM	[1]	[16600]	['peak_1078_Up']	[0.36]	[0]	1	0	0
ENSG00000213204	RP3-382I10.7	chr6	87408011	87511634	-0.142540058053165	-0.580065924745457	-0.331663537439222	0.741945583895468	0.999684918248377	-5.10707404375064	chr6	[87454501]	[87455500]	['peak_932_Down']	[-0.35]	[0]	1	0	0
ENSG00000215146	RP11-313J2.1	chr10	42331865	42367974	0.462640645442394	-0.697374907834523	1.09055078941081	0.282262241837076	0.999684918248377	-4.73799708627733	chr10	[42296501]	[42322300]	['peak_90_Down']	[-0.35]	[9566]	1	0	0
ENSG00000215156	RP11-1023L17.2	chr5	34190055	34193653	-0.174195581892012	-0.110358480446653	-0.535662273813515	0.595279132357047	0.999684918248377	-5.08883159390803	chr5	[34184801]	[34192700]	['peak_872_Up']	[0.39]	[0]	1	0	0
ENSG00000215158	RP11-1023L17.1	chr5	34164697	34244796	-0.0750769441171961	1.67956905776108	-0.217347791629658	0.829087319213608	0.999684918248377	-5.37022782910405	chr5	[34184801]	[34192700]	['peak_872_Up']	[0.39]	[0]	1	0	0
ENSG00000215270	TOMM40P2	chr22	15854194	15855243	-0.141261277416291	0.713969516999495	-0.937167614421855	0.354525701841004	0.999684918248377	-4.94651348215663	chr22	[15853701]	[15855100]	['peak_736_Up']	[0.51]	[0]	1	0	0
ENSG00000215421	ZNF407	chr18	74597869	75065671	0.0997412058887335	4.04567724935211	1.14766096461345	0.258203946584779	0.999684918248377	-5.09912553319492	chr18	[74615901]	[74618100]	['peak_370_Down']	[-0.38]	[0]	1	0	0
ENSG00000215548	FRG1JP	chr9	63832126	63859641	0.332200396120922	-0.0812018649593597	1.91860533666599	0.0624858058291528	0.949221668297853	-3.95283354944107	chr9	[63850901, 63861501, 63867201, 63876401, 63880801, 63891701]	[63852600, 63862700, 63869000, 63878000, 63883000, 63893000]	['peak_1058_Up', 'peak_1059_Up', 'peak_1060_Up', 'peak_1061_Up', 'peak_1062_Up', 'peak_1063_Up']	[0.4, 0.37, 0.4, 0.5, 0.34, 0.34]	[0, 1861, 7561, 16761, 21161, 32061]	6	0	0
ENSG00000215712	TMEM242	chr6	157289024	157323601	-0.063515836422253	3.34918586909566	-0.728957245016643	0.470447795036384	0.999684918248377	-5.37555525798649	chr6	[157309701, 157312101]	[157311900, 157315200]	['peak_935_Up', 'peak_936_Up']	[0.52, 0.57]	[0, 0]	2	0	0
ENSG00000215912	TTC34	chr1	2635975	2801717	-0.0952988507077983	-0.350528536258439	-0.322916946818502	0.748508844061033	0.999684918248377	-5.130500347813	chr1	[2652101, 2653201]	[2653100, 2654700]	['peak_2_Up', 'peak_3_Up']	[0.36, 0.52]	[0, 0]	2	0	0
ENSG00000219481	NBPF1	chr1	16562318	16613562	0.0870350918322815	4.23591713682457	0.410473945645505	0.683738245894533	0.999684918248377	-5.62738532844406	chr1	[16608101]	[16610200]	['peak_6_Up']	[0.33]	[0]	1	0	0
ENSG00000221866	PLXNA4	chr7	132123331	132648688	0.0535248538118345	1.94814999033445	0.297633469810589	0.767586228859442	0.999684918248377	-5.38640021378825	chr7	[132562001]	[132563100]	['peak_987_Down']	[-0.34]	[0]	1	0	0
ENSG00000225411	RP11-764K9.1	chr9	63802143	63814159	0.0140518295223184	-0.305193540158092	0.0361450701056337	0.971353811459667	0.999684918248377	-5.17035471765399	chr9	[63798701, 63801801, 63807201]	[63801700, 63802800, 63810400]	['peak_1055_Up', 'peak_1056_Up', 'peak_1057_Up']	[0.36, 0.34, 0.33]	[444, 0, 0]	3	0	0
ENSG00000227124	ZNF717	chr3	75678659	75785583	0.0944816015552981	2.31496915400367	0.573093986246798	0.569919919423678	0.999684918248377	-5.33284752372053	chr3	[75697301, 75705201]	[75700300, 75707000]	['peak_755_Up', 'peak_756_Up']	[0.32, 0.45]	[0, 0]	2	0	0
ENSG00000228253	MT-ATP8	chrM	8365	8572	-0.213985385569869	9.88597074437339	-0.749792177695104	0.457946254644098	0.999684918248377	-5.14478617506288	chrM	[1]	[16600]	['peak_1078_Up']	[0.36]	[0]	1	0	0
ENSG00000230006	ANKRD36BP2	chr2	88765806	88806612	-0.421717388210959	1.97801884243849	-1.04599886557461	0.302097176427847	0.999684918248377	-4.9805449571976	chr2	[88771301]	[88774800]	['peak_445_Up']	[0.36]	[0]	1	0	0
ENSG00000230021	RP11-206L10.17	chr1	586070	827796	0.0352679135480546	-0.446806745911862	0.121357415771927	0.904040367957502	0.999684918248377	-5.15207107268096	chr1	[787901]	[792300]	['peak_1_Down']	[-0.31]	[0]	1	0	0
ENSG00000231607	DLEU2	chr13	49956669	50125720	-0.130648659187583	3.10497816169215	-0.947288873305492	0.349411233201651	0.999684918248377	-5.18832670915004	chr13	[50004001]	[50005300]	['peak_175_Down']	[-0.31]	[0]	1	0	0
ENSG00000233786	CDC27P1	chr2	132262327	132263042	0.083653913208199	-0.0719705887365136	0.654883271037901	0.516444273004355	0.999684918248377	-5.04153004352766	chr2	[132270701]	[132271800]	['peak_472_Down']	[-0.4]	[7660]	1	0	0
ENSG00000234665	LERFS	chr9	62856998	62898095	2.2481968050384	-2.22071012490432	2.72572847015252	0.0096100933665817	0.685415318794848	-3.05840046339345	chr9	[62856701, 62859601]	[62858900, 62863000]	['peak_1051_Up', 'peak_1052_Up']	[0.38, 0.31]	[0, 0]	2	0	0
ENSG00000235724	AC009299.2	chr2	161222784	161308389	-0.0135966362881791	-0.656065738855244	-0.0466660501371567	0.96302108789419	0.999684918248377	-5.13646434512112	chr2	[161277801]	[161283400]	['peak_473_Up']	[0.32]	[0]	1	0	0
ENSG00000236017	ASMTL-AS1	chrY	1401768	1414028	-0.198514110569945	-0.0718914851946936	-0.568323089753659	0.573122153402501	0.999684918248377	-5.07955349947494	chrY	[1405401, 1405401]	[1406500, 1406500]	['peak_1087_Down', 'peak_1087_Down']	[-0.41, -0.41]	[0, 0]	2	0	0
ENSG00000236383	CCDC200	chr17	43216940	43305397	-0.149105898814222	1.55355696443794	-0.744544482214289	0.461076645170396	0.999684918248377	-5.15169074833709	chr17	[43237401, 43264301, 43281301, 43287401, 43294401]	[43239100, 43265300, 43282900, 43289500, 43295600]	['peak_342_Up', 'peak_343_Up', 'peak_344_Up', 'peak_345_Up', 'peak_346_Up']	[0.41, 0.49, 0.46, 0.55, 0.63]	[0, 0, 0, 0, 0]	5	0	0
ENSG00000236852	SSBL2P	chrX	62779249	62780326	-0.0554094597528305	4.05115016038204	-0.687361379396416	0.495983150111329	0.999684918248377	-5.47501388757114	chrX	[62462401, 62488901, 62522901]	[62488700, 62504600, 62524200]	['peak_1080_Down', 'peak_1081_Down', 'peak_1082_Down']	[-0.38, -0.51, -0.32]	[290550, 274650, 255050]	3	0	0
ENSG00000237491	LINC01409	chr1	778746	810065	0.0147166703240489	1.9489771277718	0.0743488760859765	0.941118502488994	0.999684918248377	-5.42123224445505	chr1	[787901]	[792300]	['peak_1_Down']	[-0.31]	[0]	1	0	0
ENSG00000240038	AMY2B	chr1	103553814	103579534	0.0814772514733439	3.27784702402161	0.250647912443594	0.80342176712421	0.999684918248377	-5.57297258684684	chr1	[103569501]	[103570500]	['peak_10_Up']	[0.5]	[0]	1	0	0
ENSG00000241058	NSUN6	chr10	18545560	18659285	0.0655087758565038	3.09598253878342	0.253970596063763	0.800872402303367	0.999684918248377	-5.54868776490184	chr10	[18552101]	[18574400]	['peak_58_Down']	[-0.4]	[0]	1	0	0
ENSG00000244306	DUXAP10	chr14	19268852	19337730	-0.173790375338198	-1.45785742754228	-0.349456244177433	0.72865481184133	0.999684918248377	-5.0289677573836	chr14	[19331401]	[19332400]	['peak_209_Up']	[0.53]	[0]	1	0	0
ENSG00000249859	PVT1	chr8	127794525	128187101	-0.005375484542371	3.6464006532863	-0.0322274476047803	0.974457489841895	0.999684918248377	-5.64586574807655	chr8	[128040401]	[128041600]	['peak_1000_Down']	[-0.39]	[0]	1	0	0
ENSG00000258732	RP11-603B24.1	chr15	22278970	22282872	0.112506775903344	-0.103486835536119	0.345795106912147	0.731382841387977	0.999684918248377	-5.14780750781951	chr15	[22270001]	[22271000]	['peak_244_Up']	[0.4]	[7971]	1	0	0
ENSG00000260306	RP11-645C24.5	chr16	21794094	21795759	-0.118357000521687	0.476832840018445	-0.234983785653099	0.815469094086368	0.999684918248377	-5.23062169031112	chr16	[21789501]	[21790500]	['peak_251_Up']	[0.31]	[3595]	1	0	0
ENSG00000263006	ROCK1P1	chr18	109064	122219	0.0559799284311091	3.60312839618441	0.720031070304428	0.475863138556321	0.999684918248377	-5.40948650948719	chr18	[105501]	[113400]	['peak_351_Up']	[0.35]	[0]	1	0	0
ENSG00000272602	ZNF595	chr4	53285	88208	-0.138408940814157	3.25546189950699	-0.777741738301918	0.441483830956035	0.999684918248377	-5.33257326964208	chr4	[55501]	[61100]	['peak_778_Up']	[0.31]	[0]	1	0	0
ENSG00000275945	EIF3FP1	chr21	10330731	10331537	-0.246778768223839	0.564997888931917	-0.988856974657318	0.328919381378109	0.999684918248377	-4.8978096093307	chr21	[10324701]	[10370300]	['peak_593_Up']	[0.33]	[0]	1	0	0
ENSG00000276291	FRG1HP	chr9	40992248	41218410	0.027501035332508	2.27181481537521	0.141420702312221	0.888276448356644	0.999684918248377	-5.45736734316484	chr9	[40969101, 41040901, 41058001, 41218701]	[40973400, 41042900, 41059400, 41221400]	['peak_1018_Up', 'peak_1019_Up', 'peak_1020_Up', 'peak_1021_Up']	[0.33, 0.35, 0.36, 0.41]	[18849, 0, 0, 292]	4	0	0
ENSG00000277739	5_8S_rRNA	chr14	16057471	16057622	0.522195151551291	-0.179651861335879	0.941845604836215	0.352155743295165	0.999684918248377	-4.87127501540996	chr14	[16034901, 16091701, 16094401, 16368101, 16370401, 16406001, 16492101, 16534801, 16729101, 16811201, 16898201, 17159401, 29297301, 29299701, 29301701, 11210901, 11272701, 11288101, 11298001, 11304101, 11311801, 11320001, 11347701]	[16036300, 16094300, 16105800, 16370300, 16371900, 16407500, 16493400, 16535900, 16731000, 16813300, 16899400, 17160800, 29298300, 29301300, 29303900, 11215700, 11274400, 11291500, 11299400, 11307200, 11314600, 11323700, 11354900]	['peak_178_Up', 'peak_179_Down', 'peak_180_Down', 'peak_181_Up', 'peak_182_Up', 'peak_183_Up', 'peak_184_Down', 'peak_185_Down', 'peak_186_Up', 'peak_187_Up', 'peak_188_Down', 'peak_189_Down', 'peak_502_Up', 'peak_503_Up', 'peak_504_Up', 'peak_655_Down', 'peak_656_Up', 'peak_657_Up', 'peak_658_Up', 'peak_659_Up', 'peak_660_Up', 'peak_661_Up', 'peak_662_Up']	[0.33, -0.47, -0.33, 0.5, 0.56, 0.32, -0.48, -0.38, 0.37, 0.37, -0.38, -0.34, 0.39, 0.51, 0.31, -0.51, 0.42, 0.32, 0.66, 0.44, 0.32, 0.45, 0.4]	[21172, 34080, 36780, 310480, 312780, 348380, 434480, 477180, 671480, 753580, 840580, 1101780, 56, 2456, 4456, 34109, 22743, 38143, 48043, 54143, 61843, 70043, 97743]	23	0	0
ENSG00000277778	PGM5P2	chr9	41006998	41074617	-0.016575124737213	-0.286034991039325	-0.0527510183899741	0.958203585726203	0.999684918248377	-5.1720097766131	chr9	[41040901, 41058001]	[41042900, 41059400]	['peak_1019_Up', 'peak_1020_Up']	[0.35, 0.36]	[0, 0]	2	0	0
ENSG00000278175	GLIDR	chr9	39748513	39810097	0.257081586002879	0.254398745751375	1.35857318976912	0.182204514910096	0.999684918248377	-4.5677089337036	chr9	[39801201]	[39802700]	['peak_1012_Up']	[0.35]	[0]	1	0	0
ENSG00000278811	LINC00624	chr1	147258884	147517875	0.0490537252577927	0.478069304962247	0.165710488146843	0.869253610791253	0.999684918248377	-5.24072796027824	chr1	[147299301]	[147300300]	['peak_47_Down']	[-0.35]	[0]	1	0	0
ENSG00000279561	RP11-4L24.4	chr9	41269915	41273997	0.502451864415524	0.245592908128598	1.54550836092154	0.130420475717476	0.999684918248377	-4.38045085959637	chr9	[41265201]	[41267200]	['peak_1026_Up']	[0.34]	[2716]	1	0	0
ENSG00000282826	FRG1CP	chr20	28563849	28602843	0.15732665951193	3.11300563490554	0.959511865620379	0.343299943698748	0.999684918248377	-5.17804937502152	chr20	[27460901, 27681501, 28061701, 28493801, 28556701, 28616701, 28621101, 28623201, 28626701, 28638501]	[27462100, 27682500, 28063000, 28499600, 28569800, 28619000, 28622200, 28625100, 28628800, 28639900]	['peak_485_Down', 'peak_486_Down', 'peak_487_Down', 'peak_488_Down', 'peak_489_Up', 'peak_490_Up', 'peak_491_Up', 'peak_492_Up', 'peak_493_Up', 'peak_494_Up']	[-0.59, -0.31, -0.49, -0.49, 0.35, 0.39, 0.34, 0.35, 0.36, 0.43]	[1101750, 881350, 500850, 64250, 0, 13859, 18259, 20359, 23859, 35659]	10	0	0
ENSG00000283005	CDC27P3	chr20	29746180	29748090	0.22875323749572	0.0539650932635263	1.77455200122032	0.0838952870071699	0.988446464454984	-4.12375104883549	chr20	[29743701, 29774901, 29784501, 29799701]	[29744700, 29776300, 29786300, 29801300]	['peak_515_Up', 'peak_516_Up', 'peak_517_Up', 'peak_518_Up']	[0.46, 0.42, 0.37, 0.57]	[1481, 26812, 36412, 51612]	4	0	0
ENSG00000283047	FRG1FP	chr22	10939387	10961338	-0.0172792215829929	-1.15910114036445	-0.0791220814898281	0.937346146377431	0.999684918248377	-5.08978023763786	chr22	[10937801, 10962101, 10963801]	[10944300, 10963100, 10966700]	['peak_651_Up', 'peak_652_Up', 'peak_653_Up']	[0.39, 0.38, 0.37]	[0, 764, 2464]	3	0	0
ENSG00000284707	RP5-1090P18.1	chr7	97851687	97972985	0.16500766704372	0.801823523791926	0.626369694970242	0.534776108482366	0.999684918248377	-5.1360374274325	chr7	[97899301]	[97900400]	['peak_983_Down']	[-0.31]	[0]	1	0	0
ENSG00000288075	RP11-1396O13.23	chr4	9034518	9381269	0.198290256082848	0.0532458081502527	0.736332075518895	0.466000428761904	0.999684918248377	-5.01172454429734	chr4	[9222501, 9225101, 9234001, 9237801, 9240001, 9242301, 9252201, 9257701, 9263801, 9267701, 9326201, 9331001, 9335301, 9340401, 9343901, 9355101, 9358601, 9363801, 9368001]	[9223700, 9227500, 9236800, 9239600, 9241900, 9246600, 9253700, 9261400, 9267100, 9270200, 9328800, 9332900, 9337500, 9343600, 9346800, 9356600, 9361600, 9367200, 9369400]	['peak_781_Up', 'peak_782_Up', 'peak_783_Up', 'peak_784_Up', 'peak_785_Up', 'peak_786_Up', 'peak_787_Up', 'peak_788_Up', 'peak_789_Up', 'peak_790_Up', 'peak_791_Up', 'peak_792_Up', 'peak_793_Up', 'peak_794_Up', 'peak_795_Up', 'peak_796_Up', 'peak_797_Up', 'peak_798_Up', 'peak_799_Up']	[0.53, 0.48, 0.36, 0.34, 0.5, 0.4, 0.5, 0.41, 0.38, 0.44, 0.41, 0.34, 0.34, 0.45, 0.41, 0.42, 0.37, 0.46, 0.49]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	19	0	0
