peak_chrom	peak_start	peak_end	peak_direction	peak_score	peak_strand	gene_chrom	gene_start	gene_end	gene_name	gene_score	gene_strand	distance	gene_id	cntrl_rna_10	cntrl_rna_11	cntrl_rna_12	cntrl_rna_13	cntrl_rna_14	cntrl_rna_15	cntrl_rna_16	cntrl_rna_17	cntrl_rna_18	cntrl_rna_1	cntrl_rna_2	cntrl_rna_3	cntrl_rna_4	cntrl_rna_5	cntrl_rna_6	cntrl_rna_7	cntrl_rna_8	cntrl_rna_9	scz_rna_10	scz_rna_11	scz_rna_12	scz_rna_13	scz_rna_14	scz_rna_15	scz_rna_16	scz_rna_17	scz_rna_18	scz_rna_19	scz_rna_1	scz_rna_2	scz_rna_3	scz_rna_4	scz_rna_5	scz_rna_6	scz_rna_7	scz_rna_8	scz_rna_9	logFC	AveExpr	t	P.Value	adj.P.Val	B	is_significant_raw	is_significant_adj	is_upregulated	is_downregulated
chr5	49012001	49013000	peak_906_Up	0.51	.	chr5	50396191	50443248	EMB	.	-	1383192	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	49055701	49057600	peak_907_Down	-0.41	.	chr5	50396191	50443248	EMB	.	-	1338592	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	49082901	49084800	peak_908_Up	0.33	.	chr5	50396191	50443248	EMB	.	-	1311392	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	49274901	49276600	peak_909_Up	0.33	.	chr5	50396191	50443248	EMB	.	-	1119592	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	49598501	49601100	peak_910_Up	0.35	.	chr5	50396191	50443248	EMB	.	-	795092	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	49627101	49628400	peak_911_Down	-0.32	.	chr5	50396191	50443248	EMB	.	-	767792	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	49734401	49735400	peak_912_Up	0.49	.	chr5	50396191	50443248	EMB	.	-	660792	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	49776301	49778000	peak_913_Up	0.37	.	chr5	50396191	50443248	EMB	.	-	618192	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	49786201	49787300	peak_914_Up	0.32	.	chr5	50396191	50443248	EMB	.	-	608892	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	49794101	49795300	peak_915_Up	0.32	.	chr5	50396191	50443248	EMB	.	-	600892	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	49857901	49859000	peak_916_Up	0.45	.	chr5	50396191	50443248	EMB	.	-	537192	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	49875001	49876000	peak_917_Up	0.36	.	chr5	50396191	50443248	EMB	.	-	520192	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	49892801	49894000	peak_918_Up	0.4	.	chr5	50396191	50443248	EMB	.	-	502192	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	49910601	49912300	peak_919_Up	0.31	.	chr5	50396191	50443248	EMB	.	-	483892	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	49932901	49934600	peak_920_Up	0.34	.	chr5	50396191	50443248	EMB	.	-	461592	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	49938601	49939700	peak_921_Up	0.34	.	chr5	50396191	50443248	EMB	.	-	456492	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	50051601	50052600	peak_922_Up	0.41	.	chr5	50396191	50443248	EMB	.	-	343592	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	50052801	50053800	peak_923_Up	0.45	.	chr5	50396191	50443248	EMB	.	-	342392	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr7	65429501	65430700	peak_982_Up	0.37	.	chr7	65373798	65401136	ZNF92	.	+	28366	ENSG00000146757	4.50588426003535	5.03325970929112	4.39945001927315	4.79028464173188	4.94570753724935	4.75649221475123	4.70466184949758	4.96468817403162	4.70893849577893	5.2103962116152	4.77334031188435	4.74190578250131	4.90381377028408	4.65573332634888	4.53679056989191	4.48605695239206	4.81574088419747	4.39714023206758	4.9452733060404	4.78880524580321	5.02182648659461	5.12354432336625	5.01118145025043	5.19473458686702	4.98366293345065	4.83925375626485	4.9054294941723	5.04537003053127	4.74972897281832	4.76795205267771	5.18976500479044	5.042625482252	4.98309753948203	4.81161892395387	5.25069306961594	4.88998367615909	5.3180645469797	0.249064932905673	4.86591320411903	3.61581717911677	0.0008581124386987	0.398744429888906	-0.634978877685196	True	False	True	False
chr7	148329701	148332600	peak_988_Down	-0.36	.	chr7	146116001	148420998	CNTNAP2	.	+	0	ENSG00000174469	-0.174815375832221	2.54212448407727	1.55031512313177	0.437444661664849	2.43032179486683	0.203263897241182	1.86385997936132	-0.9954282246398	1.34826483366788	-0.829960932877729	2.75769666345237	2.69223423747633	2.68466090987665	-2.39349377440752	2.24040373930232	1.16823251479859	3.02102655999586	-2.32412061783711	1.20247077274273	2.36099399852155	3.54045540549915	1.00415158828245	2.88745812985095	0.119405533506546	3.21920141222314	2.00736517446333	0.880789246304429	3.73873634701302	2.44804235327011	0.322491132231488	3.70900263724789	0.54401044749705	0.835244929693683	2.65655677975777	1.5707304152149	1.37977187970701	3.56830712922846	1.15440631677281	1.40301008985512	2.16194288814914	0.0369136083165855	0.866270376667379	-3.61011159019698	True	False	True	False
chr9	62856701	62858900	peak_1051_Up	0.38	.	chr9	62856998	62898095	LERFS	.	-	0	ENSG00000234665	-1.19206708741355	0.303461852321089	-2.45081668332943	-0.962225565900188	-3.08891772329661	0.677411501275939	-3.08891772329661	-3.08891772329661	-0.551516380668728	-3.08891772329661	0.532719922063745	-3.08891772329661	1.28050860776738	-3.08891772329661	-2.53079158485469	-3.08891772329661	-3.08891772329661	-3.08891772329661	-0.761940100506741	0.110550615025133	1.85244507996513	-2.60178662765242	0.0263187546900451	-2.56904442764715	0.120337015213645	0.938305921245181	-3.08891772329661	-2.76804455516513	0.553195391282947	1.27197448782288	-0.708961247457803	0.966001401004544	1.93182182787858	-0.118522539739061	-0.181589740124414	-3.08891772329661	-3.08891772329661	2.2481968050384	-2.22071012490432	2.72572847015252	0.0096100933665817	0.685415318794848	-3.05840046339345	True	False	True	False
chr9	62859601	62863000	peak_1052_Up	0.31	.	chr9	62856998	62898095	LERFS	.	-	0	ENSG00000234665	-1.19206708741355	0.303461852321089	-2.45081668332943	-0.962225565900188	-3.08891772329661	0.677411501275939	-3.08891772329661	-3.08891772329661	-0.551516380668728	-3.08891772329661	0.532719922063745	-3.08891772329661	1.28050860776738	-3.08891772329661	-2.53079158485469	-3.08891772329661	-3.08891772329661	-3.08891772329661	-0.761940100506741	0.110550615025133	1.85244507996513	-2.60178662765242	0.0263187546900451	-2.56904442764715	0.120337015213645	0.938305921245181	-3.08891772329661	-2.76804455516513	0.553195391282947	1.27197448782288	-0.708961247457803	0.966001401004544	1.93182182787858	-0.118522539739061	-0.181589740124414	-3.08891772329661	-3.08891772329661	2.2481968050384	-2.22071012490432	2.72572847015252	0.0096100933665817	0.685415318794848	-3.05840046339345	True	False	True	False
